StringID,KO_KR
B_3113201_InteractionEnd_0,[ Pico de Consumo de Energia Detectado ]
B_3113201_InteractionStart_0,[Procurando dados...]
B_3113202_InteractionEnd_0,[Verificando o Log de Backup de Dados]
B_3113202_InteractionStart_0,>>> Pesquisando dados... <<<
B_3113202_InteractionStart_1,[ Visualizando Logs de Transmissão de Dados ]
B_3113208_InteractionEnd_0,[ Dados acessados com sucesso ]
B_3113210_InteractionEnd_0,[ Recuperação do Módulo de Mem■■ria Completa ]
B_3113210_InteractionStart_0,[S■■stema n■ resp■■ndendo – Tentando ac■sso m■nual...]
B_3113210_InteractionStart_1,[Escaneando através de esp■■os de mem■■ria...]
B_3114160_Distance_0,Eu vi algumas criaturas estranhas na floresta!
B_3114160_Distance_1,Tenha cuidado. Quem sabe o que vai acontecer.
B_3114161_Distance_0,O que exatamente você viu?
B_3114161_Distance_1,"Você está apenas exagerando como da última vez, não está?"
B_3114162_Distance_0,"Não cause problemas, estranho."
B_3114163_Distance_0,Talvez cutucar?
B_3114164_Distance_0,Cada vez mais estranhos...
B_3114165_Distance_0,Nível de alerta mínimo. Nenhum sinal de agressão.
B_3114165_Distance_1,Estacionado no local. Aguardando novas ordens.
B_3115116_Distance_0,Foi uma honra lutar ao seu lado!
B_3115118_Distance_0,Esta operação funcionou graças a você.
B_3115621_Distance_0,Inimigo se aproximando!
B_3115622_Distance_0,Esses mercenários malditos.
B_3115623_Distance_0,Não os deixe subir.
B_3115624_Distance_0,Por Colossus!
B_3115625_Distance_0,Estamos assumindo esta instalação.
B_3115626_Distance_0,Vocês todos vão morrer aqui!
B_3115627_Distance_0,"Procurando a morte, eu vejo."
B_3116141_Distance_0,"Quem fez isso...? Ou, mais importante, o que eles fizeram...?"
B_3116141_Distance_1,Pode haver algo mais enterrado sob toda a neve.
B_3116141_Distance_2,"Primeiro, terei que finalizar o rascunho do artigo de amanhã."
B_3116142_Distance_0,Está tão frio que até as linhas de combustível estão congelando... Não há fim para todo o trabalho de manutenção que precisa ser feito.
B_3116142_Distance_1,As pessoas aqui vão congelar até a morte muito antes de todo o equipamento e máquinas.
B_3116236_InteractionEnd_0,Transmissão Bem-Sucedida
B_3121119_Distance_0,"A terra pode vacilar e tremer, mas minha beleza é inabalável."
B_3121119_Distance_1,"Se começar a chover cinzas vulcânicas, minha pele impecável e minhas vestes de seda certamente serão arruinadas... Isso é um desastre."
B_3121119_Distance_2,Preciso encontrar a maneira mais elegante de escapar antes que a lava comece a entrar rapidamente.
B_3121119_Distance_3,"Se você está se aproximando porque se apaixonou pela minha beleza, eu aconselharia desistir agora."
B_3121120_Distance_0,O foco automático desses óculos continua ficando embaçado. Talvez seja hora de limpar as lentes.
B_3121120_Distance_1,"Ugh, o sistema de ventilação nesta zona está dando problemas novamente. Melhor lubrificá-lo antes que pare de funcionar."
B_3121121_Distance_0,A cidade está praticamente abandonada. Qualquer equipamento deixado para trás está disponível para quem o pegar primeiro.
B_3121121_Distance_1,"Ei, você. Parece que esse é um pacote bem pesado... Eu tomaria cuidado lá fora depois do anoitecer, se fosse você."
B_3121122_Distance_0,"Há uma rota de fuga secreta que te levará para fora em segurança... Um chip de dados, e é seu."
B_3121122_Distance_1,"Mesmo diante de uma erupção vulcânica, as informações corretas podem manter você vivo."
B_3121123_Distance_0,Meu medidor de diagnóstico não mente! Eles vão pagar um preço alto se continuarem assim!
B_3121123_Distance_1,Hah... Todo mundo está agindo como se fosse um dia normal. Acho que é melhor eu fazer a manutenção do equipamento com antecedência.
B_3121124_Distance_0,Este pacote está ficando muito pesado... Mas não posso deixar essas ervas para trás.
B_3121124_Distance_1,"As coisas estão ficando bem tensas... Toque na minha bolsa, e eu vou te injetar veneno paralisante em vez de uma cura!"
B_3121125_Distance_0,"Eu disse a eles para realizarem exercícios de evacuação, mas alguém escuta...? Não, é claro que não. Apenas não venham chorando para mim depois."
B_3121125_Distance_1,"Ei você! Tente algo suspeito, e você estará preso."
B_3121126_Distance_0,"Se você usar a sombra e o vento a seu favor, pode passar por essas ruas lotadas sem deixar rastros."
B_3121126_Distance_1,Ficar em silêncio é a primeira regra de sobrevivência. É assim que você protege seus jovens.
B_3121126_Distance_2,...Você conseguiu se aproximar de mim após sentir minha presença? Impressionante.
B_3121127_Distance_0,"Nós geralmente não nos revelamos tão facilmente. Afinal, o perigo nos cerca por todos os lados."
B_3121127_Distance_1,...Não olhe fixamente por muito tempo. Não gostamos de atrair atenção.
B_3121128_Distance_0,"Recebi sabe-se lá quantas propostas de casamento só hoje... Todo mundo realmente se acha, não é?"
B_3121128_Distance_1,Não se ajoelhe diante de mim com resultados tão medíocres. Meus padrões são muito mais altos do que você pensa.
B_3121129_Distance_0,Vou precisar fazer overclock neste braço robótico auxiliar para 120% de saída. Preciso estar pronto para transportar uma carga pesada.
B_3121129_Distance_1,Todos os técnicos atentos já empacotaram suas ferramentas e partiram. Estarei logo atrás deles assim que terminar esta última inspeção.
B_3121129_Distance_2,"Verificando a pressão hidráulica do braço robótico auxiliar... Se alguma lava bloquear o caminho, eu simplesmente vou limpar com força bruta."
B_3121130_Distance_0,"Há uma rota de fuga secreta que te levará para fora em segurança... Um chip de dados, e é seu."
B_3121130_Distance_1,Curioso para saber quais áreas têm bandidos à espreita? Essa informação terá um custo.
B_3121130_Distance_2,"Com todos tentando evacuar, minhas informações estão sendo vendidas por um preço premium atualmente."
B_3121131_Distance_0,"Hahaha… Mesmo em meio a esta calamidade sangrenta, a oportunidade está ao alcance."
B_3121131_Distance_1,Quanto mais profunda a escuridão... mais brilhante será o meu futuro.
B_3121131_Distance_2,O poder imbuído em meu olho esquerdo aponta para a verdade de um mundo totalmente novo.
B_3122205_InteractionEnd_0,Eu consegui sobreviver...! Muito obrigado.
B_3122205_InteractionStart_0,Ei! Aqui! Você finalmente chegou.
B_3122206_InteractionEnd_0,Obrigado. Agora eu posso finalmente sair daqui.
B_3122206_InteractionStart_0,"Ah, você chegou. Eu estava esperando por você."
B_3123104_InteractionStart_0,Deixe comigo; vou verificar isso eu mesmo.
B_3123114_Distance_0,"Por aqui! Por favor, cuide desses desgraçados."
B_3123155_Distance_0,Eu sabia... Eu sabia que você viria...
B_3123157_Distance_0,Eu já vi esse rosto em algum lugar antes...
B_3123194_Distance_0,"Ei, está interessado em um trabalho?"
B_3123204_InteractionStart_0,Ugh...
B_3124181_Distance_0,O que devo fazer com esta armadura? Está cheia de buracos.
B_3124182_Distance_0,Apenas conserte e entregue a um novato.
B_3124183_Distance_0,Nem pense em tentar algo engraçado.
B_3124184_Distance_0,Guarde sua arma.
B_3124185_Distance_0,Estamos no controle aqui.
B_3124186_Distance_0,Estou começando a ficar entediado.
B_3124187_Distance_0,Eu gosto desta base; é agradável e tranquila.
B_3124188_Distance_0,Foi um dia muito longo.
B_3125151_Distance_0,Estamos em apuros—a equipe de pesquisa está em perigo.
B_3125155_Distance_0,A ameaça Thermit está se aproximando.
B_3125157_Distance_0,Este é o posto avançado Mercenário Treadmill. Declare seu negócio.
B_3125159_Distance_0,Eu só quero terminar a pesquisa e ir para casa.
B_3125201_InteractionEnd_0,Muito obrigado pela sua Ajuda.
B_3125202_InteractionEnd_0,Eu realmente pensei que estava acabado.
B_3125281_InteractionEnd_0,Gorgolejo gorgolejo gorgolejo... Glug... Glug...
B_3125281_InteractionEnd_1,Análise completa.
B_3125282_InteractionEnd_0,Enviando dados...
B_3125282_InteractionEnd_1,Transmissão completa.
B_3125501_InteractionStart_0,Beep... beep... conectando...
B_3125502_InteractionStart_0,Beep... beep... conexão em andamento...
B_3126207_InteractionStart_0,Urgh... Augh... Monica...!
B_320402_Distance_0,Cavando nossos segredos? Morra!
B_320408_Distance_0,Quem é você?
B_320701_Distance_0,Um oponente digno para o meu MAU.
B_320713_Distance_0,Quem é você? Este lugar agora pertence à Gangue Dente de Ouro.
B_320714_Distance_0,Pare seus experimentos!
B_320716_Distance_0,Destrua aquele lançador.
B_321911_Distance_0,É aqui que você morre.
B_321914_Distance_0,Quem é você?!
B_321915_Distance_0,Não os deixe passar!
B_322196_Distance_0,Para as chamas de Thermit...
B_322196_Distance_1,É isso para mim...
B_322201_Distance_0,Alerta de intruso no posto avançado! Matem-nos!
B_322212_Distance_0,Intruso detectado perto do gerador.
B_322213_Distance_0,Quem tocou na rede?
B_322216_Distance_0,Não os deixe escapar.
B_322911_Distance_0,Você vai para o inferno.
B_322912_Distance_0,Pare ele!
B_322913_Distance_0,Quem diabos é você?!
B_323013_Distance_1,É aqui que você morre.
B_323111_Distance_0,A Velha Fronteira é nossa agora.
B_323112_Distance_0,Vamos aniquilar todos os humanos!
B_323113_Distance_0,Bloqueando o alvo.
B_323114_Distance_0,Alguém está ouvindo nosso plano.
B_323211_Distance_0,Ninguém deve saber sobre nosso plano.
B_323321_Distance_0,A Velha Fronteira é nossa agora.
B_323322_Distance_1,Destrua tudo!
B_323323_Distance_0,Isso é um massacre.
B_323324_Distance_0,A Gangue Silverhorn reivindica a Velha Fronteira.
B_323325_Distance_0,Vou matar todos vocês!
B_323326_Distance_0,"Assim que Strus chegar aqui, vocês estão todos mortos."
B_323701_Distance_0,Você vai se arrepender de vir aqui.
B_323712_Distance_0,"Você tem coragem de vir aqui, humano."
B_327301_Distance_0,Que patético.
B_3910133_Distance_0,Eu vejo o Papai Noel ali.
B_3910133_Distance_1,Espero receber muitos presentes este ano.
B_3910134_Distance_0,O que eu quero é...
B_3910134_Distance_1,"Não posso te contar, é um segredo!"
B_3910136_Distance_0,Boas festas!
B_3910136_Distance_1,Tenha um ótimo dia.
B_3910137_Distance_0,Para onde foram os presentes das crianças...?
B_3910137_Distance_1,Acho que um ladrão se infiltrou em nosso assentamento.
B_3910138_Distance_0,Os feriados estão chegando em Novus.
B_3910138_Distance_1,"Junte-se a nós nas festividades, mercenários."
B_3930111_Distance_0,Você viu isso? O navio do tesouro que emergiu ali.
B_3930112_Distance_0,Qual seria um bom lugar para fazer snorkeling?
B_3930112_Distance_1,Hm... Talvez eu devesse ter usado um maiô diferente?
B_3930113_Distance_0,Eu vi! Os piratas já montaram acampamento lá.
B_3930114_Distance_0,Eu gostaria que estas férias não tivessem que terminar desta maneira...!
B_3930114_Distance_1,"Oh não, minha peruca!"
B_Temp_0,
D_100025_Talk_01,
D_100025_Talk_02,
D_100025_Talk_03,
D_100025_Talk_04,
D_100026_Talk_01,
D_100026_Talk_02,
D_100026_Talk_03,
D_100026_Talk_04,
D_100027_Talk_01,
D_100027_Talk_02,
D_100027_Talk_03,
D_100027_Talk_04,
D_100028_Talk_01,
D_100028_Talk_02,
D_100028_Talk_03,
D_100028_Talk_04,
D_100029_Talk_01,
D_100029_Talk_02,
D_100029_Talk_03,
D_100029_Talk_04,
D_100030_Talk_01,
D_100030_Talk_02,
D_100030_Talk_03,
D_100030_Talk_04,
D_100031_Talk_01,
D_100031_Talk_02,
D_100031_Talk_03,
D_100031_Talk_04,
D_100032_Talk_01,
D_100032_Talk_02,
D_100032_Talk_03,
D_100032_Talk_04,
D_100033_Talk_01,
D_100033_Talk_02,
D_100033_Talk_03,
D_100033_Talk_04,
D_100034_Talk_01,
D_100034_Talk_02,
D_100034_Talk_03,
D_100034_Talk_04,
D_100035_Talk_01,
D_100035_Talk_02,
D_100035_Talk_03,
D_100035_Talk_04,
D_100036_Talk_01,
D_100036_Talk_02,
D_100036_Talk_03,
D_100036_Talk_04,
D_100037_Talk_01,
D_100037_Talk_02,
D_100037_Talk_03,
D_100037_Talk_04,
D_100038_Talk_01,
D_100038_Talk_02,
D_100038_Talk_03,
D_100038_Talk_04,
D_100039_Talk_01,
D_100039_Talk_02,
D_100039_Talk_03,
D_100039_Talk_04,
D_100040_Talk_01,
D_100040_Talk_02,
D_100040_Talk_03,
D_100040_Talk_04,
D_100041_Talk_01,
D_100041_Talk_02,
D_100041_Talk_03,
D_100041_Talk_04,
D_100042_Talk_01,
D_100042_Talk_02,
D_100042_Talk_03,
D_100042_Talk_04,
D_100043_Talk_01,
D_100043_Talk_02,
D_100043_Talk_03,
D_100043_Talk_04,
D_100044_Talk_01,
D_100044_Talk_02,
D_100044_Talk_03,
D_100044_Talk_04,
D_100045_Talk_01,
D_100045_Talk_02,
D_100045_Talk_03,
D_100045_Talk_04,
D_100046_Talk_01,
D_100046_Talk_02,
D_100046_Talk_03,
D_100046_Talk_04,
D_100047_Talk_01,
D_100047_Talk_02,
D_100047_Talk_03,
D_100047_Talk_04,
D_100048_Talk_01,
D_100048_Talk_02,
D_100048_Talk_03,
D_100048_Talk_04,
D_100049_Talk_01,
D_100049_Talk_02,
D_100049_Talk_03,
D_100049_Talk_04,
D_100050_Talk_01,
D_100050_Talk_02,
D_100050_Talk_03,
D_100050_Talk_04,
D_100051_Talk_01,
D_100051_Talk_02,
D_100051_Talk_03,
D_100051_Talk_04,
D_100052_Talk_01,
D_100052_Talk_02,
D_100052_Talk_03,
D_100052_Talk_04,
D_100053_Talk_01,
D_100053_Talk_02,
D_100053_Talk_03,
D_100053_Talk_04,
D_106006007_Tri_01,
D_100204004_Sub_01,
D_100204004_Sub_02,
D_100204004_Sub_03,
D_100101005_Sub_01,"A equipe de infiltração deverá entrar
na base Accretia."
D_100101006_Sub_01,"Cuidado. Alguns soldados mecânicos
ainda estão por perto."
D_100101007_Sub_01,Neutralize qualquer Força armada à vista.
D_100102004_Sub_01,"Eu sei que esta é sua primeira Missão como um
dos Supremos Mercenários, mas não há necessidade
de ficar tão nervoso."
D_100102006_Sub_01,"Ei, por aqui."
D_100102014_Sub_01,Nada mal para um novato. Vamos lá. A base Accretia está próxima.
D_100102016_Sub_01,"Acesse o terminal e extraia
dados de mineração de Accretia."
D_100102019_Talk_01,Equipe Alpha aqui. Os lançadores bloquearam nossa retirada.
D_100102019_Talk_02,Precisamos de alguém para retirá-los e se reagrupar perto da base Cora.
D_100102019_Talk_03,A equipe de infiltração está mais próxima dos lançadores no Ponto B?
D_100102019_Talk_04,Deveria haver operativos Accretian operando os lançadores em uma colina próxima.
D_100102019_Talk_05,"Destrua a torre de controle deles, e todos os seus lançadores pararão de funcionar."
D_100102019_Talk_06,Faça o que for preciso para desligar esses lançadores.
D_100102020_Sub_01,Vamos ao trabalho.
D_100103003_Sub_01,Acerte-os com força e rapidez!
D_100103005_Sub_01,"Primeiro, é preciso eliminar os soldados ao redor dos lançadores."
D_100103006_Sub_01,"Este deve ser o oficial operando
os lançadores. Peguem-no!"
D_100103008_Sub_01,"Hora de derrubar a torre de controle.
Tente operar o lançador
a partir do console."
D_100103010_Sub_01,"Bom. Você vai
se juntar ao Vice Capitão Mars Gudelj.
Eu vou cobrir a retaguarda."
D_100104003_Sub_01,"Dados de Accretia protegidos.
Avance para a próxima base."
D_100104004_Sub_01,A situação está esquentando. Fique fora de problemas desnecessários.
D_100104013_Sub_01,Ótimo timing! Vamos terminá-los antes que se recuperem!
D_100105003_Talk_01,Obrigado pela sua ajuda. Havia apenas muitos para se livrar.
D_100105003_Talk_02,Os dados de mineração de Cora foram protegidos.
D_100105003_Talk_03,Agora podemos medir a capacidade total de extração da Mina Crag.
D_100105003_Talk_04,Pegue os dados por enquanto.
D_100105003_Talk_05,Preciso me reagrupar com meu esquadrão e voltar para a luta.
D_100105005_Sub_01,Vejo soldados Cora à frente!
D_100105007_Sub_01,Mais chegando!
D_100105009_Sub_01,Use o dispositivo Cora para abrir um caminho para a base Bellato.
D_100106005_Sub_01,Cuidaremos das coisas aqui. Você vá para o próximo ponto!
D_100107003_Sub_01,Droga! O navio afundou! O que está acontecendo?
D_100107005_Talk_01,Este é Javier. Você está bem? O que está acontecendo na base Bellato?
D_100107005_Talk_02,Explique a situação.
D_100107005_Talk_03,A base Bellato já está sob ataque?
D_100107005_Talk_04,De jeito nenhum! As forças de Accretia e Cora ainda estão presas aqui...
D_100107005_Talk_05,O dispositivo de comunicação de Inez ainda está ativo. Ela deve estar em algum lugar por perto.
D_100107005_Talk_06,Você é o único que pode se mover agora. Siga o sinal para encontrá-la e mantê-la segura.
D_100107005_Talk_07,"Vai levar tempo, mas estaremos lá em breve."
D_100107007_Sub_01,"O que foi aquele tremor agora há pouco?
Isso não pareceu normal..."
D_100107007_Sub_02,Isto é sério. Ative o modo de voo do seu Biosuit e mova-se rapidamente.
D_100108003_Sub_01,"... Alguém pode me ouvir?
Tem alguém aí?"
D_100108004_Sub_01,Criaturas da Pedra Sagrada começaram a emergir na área de mineração!
